"","nnd_to_prev","lek_id","date_prev","date_now","period"
"252",2.08141254882349,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"253",5.01612888845624,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"254",2.85005288582813,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"255",8.12630227893423,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"256",6.60281584746954,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"257",2.74198598022842,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"258",2.71627862050226,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"259",3.1484075621399,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"260",7.30206494227645,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"261",2.47529179774334,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"262",3.44109782981057,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"263",12.1245494091188,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"264",3.22520851359081,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"265",1.11246321084776,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"266",4.05262449350522,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"267",7.57688747298169,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"268",0.923323269495377,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"269",10.6729676675968,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"270",4.38434052635788,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"271",1.65342780300611,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"272",14.4579090005454,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"273",4.61221988052321,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"274",2.75248580034451,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"275",4.0325252570436,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"276",5.55931439520522,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"277",0.406652257709829,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"278",6.92940634017805,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"279",14.055385423199,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"280",24.2203840092281,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"281",37.9420573833061,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"282",35.438279110602,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"283",5.31771587832661,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"284",17.1453040241053,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"285",10.6260712599001,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
